item_name,grade,zone,unit,current_stock
밀크시슬,10cm,서울,개,0
밀크시슬,10cm,10동,개,0
밀크시슬,10cm,자스민,개,0
밀크시슬,10cm,9연동,개,0
밀크시슬,10cm,곤지암,개,0
밀크시슬,10cm,대관령,개,0
밀크시슬,10cm,평창,개,0
밀크시슬,18cm,서울,개,12
밀크시슬,18cm,10동,개,0
밀크시슬,18cm,자스민,개,0
밀크시슬,18cm,9연동,개,0
밀크시슬,18cm,곤지암,개,0
밀크시슬,18cm,대관령,개,0
밀크시슬,18cm,평창,개,0
발레리안,10cm,서울,개,126
발레리안,10cm,10동,개,0
발레리안,10cm,자스민,개,0
발레리안,10cm,9연동,개,0
발레리안,10cm,곤지암,개,0
발레리안,10cm,대관령,개,0
발레리안,10cm,평창,개,0
베이(월계수),18cm,서울,개,157
베이(월계수),18cm,10동,개,0
베이(월계수),18cm,자스민,개,0
베이(월계수),18cm,9연동,개,0
베이(월계수),18cm,곤지암,개,0
베이(월계수),18cm,대관령,개,0
베이(월계수),18cm,평창,개,0
베이(월계수),24cm,서울,개,312
베이(월계수),24cm,10동,개,0
